So Bao Danh,Toan,Ngu Van,Ngoai Ngu,Vat Ly,Hoa Hoc,Sinh Hoc,KHTN,Lich Su,Dia Ly,GDCD,KHXH
03005524,7.80,7.25,7.80,7.00,5.00,5.00,5.67,,,,
03005525,6.60,7.25,6.80,,,,,5.00,6.75,7.75,6.50
03005526,5.40,5.50,2.20,,,,,5.25,8.25,7.25,6.92
03005527,7.80,6.50,4.00,7.50,7.00,3.75,6.08,,,,
03005528,8.40,6.00,4.60,6.50,7.50,5.00,6.33,,,,
03005529,5.20,7.00,2.40,,,,,2.50,6.50,8.00,5.67
03005530,7.60,8.00,7.40,,,,,2.75,6.25,7.75,5.58
03005531,5.40,8.25,3.80,,,,,4.50,6.25,9.25,6.67
03005532,7.40,7.50,5.40,7.00,7.25,5.25,6.50,,,,
03005533,8.40,7.50,7.60,,,,,5.25,7.75,8.75,7.25
03005534,3.20,6.50,6.20,,,,,4.50,5.75,8.75,6.33
03005535,7.00,7.50,4.00,6.50,6.00,5.50,6.00,,,,
03005536,5.20,5.75,3.20,,,,,4.75,6.75,7.25,6.25
03005537,8.60,7.75,6.00,6.50,7.50,5.00,6.33,,,,
03005538,6.80,5.50,6.80,6.75,7.25,3.00,5.67,,,,
03005539,7.20,4.75,4.00,5.00,6.50,4.50,5.33,,,,
03005540,6.60,6.50,4.20,,,,,5.25,6.75,8.00,6.67
03005541,7.80,8.00,7.60,,,,,4.75,7.50,8.50,6.92
03005542,5.60,7.00,4.20,4.75,5.25,4.75,4.92,,,,
03005543,7.00,6.25,7.80,,,,,4.75,6.75,8.75,6.75
03005544,6.60,5.50,3.00,5.75,3.25,4.00,4.33,,,,
03005545,6.60,6.75,4.40,,,,,3.00,6.00,8.00,5.67
03005546,7.80,6.00,4.80,6.00,7.25,4.00,5.75,,,,
03005547,8.00,6.50,7.00,,,,,4.75,6.50,9.00,6.75
03005548,7.40,6.25,8.00,,,,,4.25,5.25,9.00,6.17
03005549,6.80,8.25,9.00,,,,,5.50,6.75,9.25,7.17
03005550,8.00,6.75,3.60,7.00,3.25,5.25,5.17,,,,
03005551,6.80,7.50,5.60,,,,,8.00,8.00,8.75,8.25
03005552,4.40,5.00,3.40,,,,,4.25,6.25,7.25,5.92
03005553,7.00,7.75,8.40,5.50,5.50,6.00,5.67,,,,
03005554,7.20,7.25,8.20,6.75,6.00,5.25,6.00,,,,
03005555,7.00,8.25,6.20,4.50,6.25,7.50,6.08,,,,
03005556,7.60,7.50,8.00,,,,,5.75,6.75,8.75,7.08
03005557,7.80,7.50,7.20,,,,,5.25,6.75,8.25,6.75
03005558,7.20,5.25,4.40,5.25,5.25,5.75,5.42,,,,
03005559,7.00,7.25,,7.00,5.75,4.25,5.67,,,,
03005560,6.80,6.00,5.40,,,,,4.25,5.00,7.75,5.67
03005561,7.40,6.75,7.80,,,,,8.25,6.75,8.75,7.92
03005562,3.40,5.00,4.00,,,,,2.75,6.00,8.00,5.58
03005563,8.40,8.00,8.40,,,,,7.50,8.00,9.50,8.33
03005564,8.40,6.75,7.40,7.00,5.25,2.50,4.92,,,,
03005565,7.60,6.50,4.80,6.25,6.75,5.50,6.17,,,,
03005566,9.00,5.50,3.40,7.00,7.75,4.25,6.33,,,,
03005567,8.60,6.50,6.80,6.75,6.75,7.75,7.08,,,,
03005568,2.20,2.25,2.00,,,,,2.25,5.25,5.25,4.25
03005569,3.00,4.00,2.60,,,,,4.00,5.25,7.75,5.67
03005570,7.60,5.50,5.40,7.00,4.75,7.00,6.25,,,,
03005571,6.80,6.25,5.60,5.50,6.25,4.25,5.33,,,,
03005572,7.20,6.75,5.00,6.00,3.00,4.75,4.58,,,,
03005573,6.40,5.75,4.40,5.50,6.00,5.25,5.58,,,,
03005574,7.00,6.50,6.20,,,,,4.25,5.75,8.25,6.08
03005575,2.60,2.25,2.40,,,,,2.75,4.25,7.50,4.83
03005576,2.60,4.50,1.20,,,,,4.00,5.00,7.50,5.50
03005577,1.60,5.25,2.80,,,,,1.00,4.25,6.25,3.83
03005578,7.20,6.00,4.80,7.00,7.50,4.00,6.17,,,,
03005579,7.60,5.75,6.60,7.25,5.50,6.25,6.33,,,,
03005580,7.80,5.75,3.00,7.00,3.75,4.00,4.92,,,,
03005581,6.60,7.00,4.00,7.00,6.50,5.00,6.17,,,,
03005582,6.40,7.50,3.20,,,,,5.50,6.50,8.75,6.92
03005584,5.40,5.50,2.00,,,,,6.00,6.25,8.25,6.83
03005585,7.40,8.00,5.00,6.50,7.25,4.25,6.00,,,,
03005586,7.60,6.00,4.20,3.50,2.75,4.25,3.50,,,,
03005587,4.60,6.25,4.40,,,,,5.75,5.00,9.00,6.58
03005588,3.60,5.00,2.60,,,,,3.25,5.50,8.50,5.75
03005589,6.80,7.25,4.20,5.50,3.50,4.75,4.58,,,,
03005590,7.40,6.50,3.60,7.25,5.25,4.00,5.50,,,,
03005591,8.20,6.75,9.40,6.25,3.00,4.25,4.50,,,,
03005592,7.20,5.75,3.80,6.50,7.00,3.25,5.58,,,,
03005593,4.40,6.50,3.60,,,,,3.00,4.00,7.25,4.75
03005594,7.20,7.75,7.60,,,,,7.25,8.00,8.50,7.92
03005595,8.40,7.25,6.00,,,,,4.50,6.50,9.00,6.67
03005596,8.40,6.00,4.40,5.50,5.50,4.75,5.25,,,,
03005597,7.80,7.25,7.00,,,,,9.00,7.75,10.00,8.92
03005598,7.80,6.75,7.20,7.25,4.50,5.50,5.75,,,,
03005599,7.80,6.50,5.00,7.50,6.50,6.00,6.67,,,,
03005600,6.40,6.50,6.20,4.75,5.00,5.25,5.00,,,,
03005601,7.80,6.25,4.20,7.75,7.00,5.00,6.58,,,,
03005602,7.60,4.50,7.00,7.00,5.50,5.50,6.00,,,,
03005603,4.80,3.25,2.80,,,,,4.00,5.75,6.50,5.42
03005604,7.40,8.00,8.00,,,,,8.75,8.75,9.00,8.83
03005605,5.60,5.75,4.80,,,,,4.50,7.50,8.00,6.67
03005606,6.00,7.00,6.00,,,,,7.50,7.50,8.25,7.75
03005607,8.00,6.75,3.20,6.75,6.50,4.00,5.75,,,,
03005608,8.40,6.50,5.40,6.75,7.50,4.75,6.33,,,,
03005609,7.00,7.25,7.60,5.75,4.25,5.25,5.08,,,,
03005610,6.60,6.00,7.20,4.50,4.00,4.25,4.25,,,,
03005611,7.00,7.50,7.80,4.75,5.00,4.25,4.67,,,,
03005612,6.80,7.50,6.60,4.50,2.50,5.50,4.17,,,,
03005613,8.20,8.25,8.40,8.50,6.00,6.00,6.83,,,,
03005614,7.40,6.25,2.20,6.25,5.25,2.50,4.67,,,,
03005615,8.40,7.25,8.20,6.75,5.50,5.50,5.92,,,,
03005616,7.20,7.75,6.80,5.00,4.00,5.50,4.83,,,,
03005617,7.60,6.25,,6.25,6.25,3.25,5.25,,,,
03005618,7.00,7.50,8.60,,,,,6.50,9.50,9.00,8.33
03005619,8.20,3.75,6.80,8.25,7.00,5.75,7.00,,,,
03005620,7.40,6.00,7.60,7.00,6.50,4.25,5.92,,,,
03005621,8.20,6.00,8.80,7.25,4.25,3.75,5.08,,,,
03005622,2.80,5.50,3.00,,,,,3.00,5.50,7.50,5.33
03005623,8.40,6.50,7.20,,,,,6.00,7.50,9.25,7.58
03005624,7.40,7.25,6.40,6.50,6.50,4.25,5.75,,,,
03005625,5.40,6.25,5.60,6.00,3.50,4.25,4.58,,,,
03005626,7.00,7.25,7.20,7.00,3.75,4.50,5.08,,,,
03005627,5.60,5.75,8.00,5.25,2.50,5.25,4.33,,,,
03005628,5.80,7.25,4.40,,,,,4.00,3.50,5.25,4.25
03005629,8.20,7.50,6.40,7.50,6.50,4.75,6.25,,,,
03005630,6.00,7.00,3.60,,,,,6.00,6.50,8.00,6.83
03005631,6.80,6.75,4.80,,,,,3.25,5.25,7.75,5.42
03005632,7.00,7.25,5.40,,,,,5.25,5.50,8.50,6.42
03005633,6.80,7.50,8.00,,,,,3.50,7.50,9.00,6.67
03005634,7.60,7.75,6.80,,,,,7.25,6.75,8.50,7.50
03005635,6.40,6.75,4.20,,,,,5.00,7.00,7.75,6.58
03005636,8.60,8.25,9.00,,,,,6.00,8.25,9.25,7.83
03005637,5.60,7.00,4.40,,,,,6.75,6.75,9.00,7.50
03005638,3.00,2.75,5.40,,,,,4.25,2.00,5.75,4.00
03005639,4.80,4.75,3.40,,,,,2.75,5.25,7.25,5.08
03005640,5.40,7.00,6.20,,,,,3.25,5.50,7.50,5.42
03005641,7.60,6.00,8.60,7.75,4.50,4.25,5.50,,,,
03005642,8.40,6.25,7.40,6.50,5.50,4.50,5.50,,,,
03005643,7.20,7.50,4.80,,,,,4.75,6.50,8.75,6.67
03005644,8.00,5.00,3.80,7.75,6.75,3.25,5.92,,,,
03005645,6.80,4.50,8.40,4.50,2.75,4.75,4.00,,,,
03005646,5.40,5.50,3.00,,,,,3.25,3.75,7.50,4.83
03005647,6.60,7.00,4.40,,,,,3.25,5.75,9.00,6.00
03005648,5.20,4.50,2.60,,,,,3.50,5.50,6.25,5.08
03005650,1.40,3.00,1.40,,,,,3.75,3.25,7.25,4.75
03005651,8.00,5.00,9.60,7.75,3.25,5.00,5.33,,,,
03005652,3.80,6.00,3.00,,,,,3.25,5.25,7.25,5.25
03005653,6.00,7.50,5.80,,,,,5.75,8.25,8.75,7.58
03005654,7.20,7.50,9.00,5.25,3.75,5.25,4.75,,,,
03005655,6.80,7.25,7.40,6.75,4.50,5.25,5.50,,,,
03005656,8.20,8.00,4.20,6.25,5.75,6.00,6.00,,,,
03005657,9.20,6.75,7.80,9.00,9.50,8.25,8.92,,,,
03005658,8.00,7.50,8.40,7.25,5.25,5.25,5.92,,,,
03005659,7.80,8.25,4.60,7.00,6.50,5.25,6.25,,,,
03005660,7.20,5.00,9.00,7.50,4.25,4.25,5.33,,,,
03005661,6.40,7.00,5.60,5.00,2.75,4.25,4.00,,,,
03005662,8.40,7.50,8.80,8.00,5.75,5.00,6.25,,,,
03005663,7.60,7.00,6.40,6.00,2.75,5.50,4.75,,,,
03005664,8.60,4.50,3.60,7.00,6.75,6.50,6.75,,,,
03005665,7.60,8.00,6.20,,,,,6.25,8.50,8.50,7.75
03005666,6.80,6.75,4.80,4.75,4.00,4.00,4.25,,,,
03005667,7.40,6.25,4.80,5.00,6.00,5.25,5.42,,,,
03005668,7.00,7.00,8.40,7.50,4.25,4.75,5.50,,,,
03005669,8.60,6.75,8.80,,,,,9.00,8.00,8.75,8.58
03005670,7.00,6.50,9.40,,,,,5.50,6.25,8.00,6.58
03005671,5.60,6.75,4.20,,,,,4.75,7.75,8.75,7.08
03005672,6.20,4.00,4.80,,,,,4.00,6.25,6.75,5.67
03005673,7.60,6.25,5.80,7.25,6.25,6.00,6.50,,,,
03005674,6.60,7.25,9.40,,,,,6.00,7.00,8.50,7.17
03005675,7.80,7.50,7.40,,,,,5.00,6.75,9.00,6.92
03005676,8.00,7.50,8.60,,,,,5.50,7.50,8.50,7.17
03005677,5.40,4.75,8.80,4.25,4.75,5.25,4.75,,,,
03005678,8.20,5.00,3.60,8.00,7.25,4.50,6.58,,,,
03005679,6.40,4.25,4.20,,,,,5.75,7.25,7.50,6.83
03005680,3.60,4.75,2.60,,,,,3.75,6.25,7.75,5.92
03005681,7.80,6.25,2.60,5.75,5.00,5.50,5.42,,,,
03005682,5.80,5.50,5.20,6.00,4.75,7.75,6.17,,,,
03005683,9.00,3.50,7.20,8.75,8.00,5.75,7.50,,,,
03005684,7.80,7.50,5.60,,,,,6.00,7.00,8.25,7.08
03005685,6.80,7.00,8.00,,,,,7.00,7.25,9.00,7.75
03005686,8.40,5.75,6.00,7.75,4.25,5.25,5.75,,,,
03005687,5.20,6.00,3.20,,,,,5.50,7.50,8.50,7.17
03005688,3.80,5.75,3.00,,,,,4.50,4.25,6.50,5.08
03005689,7.40,7.75,6.20,,,,,3.50,7.75,9.00,6.75
03005690,8.40,7.00,3.00,4.25,6.25,6.00,5.50,,,,
03005691,8.40,6.75,6.00,8.00,5.75,5.00,6.25,,,,
03005692,6.80,4.75,2.80,6.00,4.00,4.00,4.67,,,,
03005693,5.00,5.25,5.00,,,,,7.00,6.50,7.50,7.00
03005694,5.40,7.25,5.20,,,,,6.50,8.25,9.50,8.08
03005695,8.40,6.50,6.80,7.25,8.25,6.25,7.25,,,,
03005696,4.80,2.75,3.60,,,,,5.00,6.00,8.75,6.58
03005697,7.40,6.50,5.40,,,,,5.75,7.25,8.75,7.25
03005698,7.00,6.00,3.00,6.75,3.75,5.25,5.25,,,,
03005699,7.00,4.75,6.20,6.50,5.25,4.75,5.50,,,,
03005700,4.80,6.75,3.40,,,,,5.25,6.75,9.00,7.00
03005701,5.60,7.00,7.20,,,,,4.25,7.50,9.25,7.00
03005702,3.00,5.50,3.00,,,,,4.75,6.00,6.25,5.67
03005703,8.20,6.50,7.40,6.25,3.25,5.50,5.00,,,,
03005704,7.20,7.25,9.00,,,,,7.25,7.75,8.00,7.67
03005705,6.20,7.00,5.00,,,,,7.00,7.50,10.00,8.17
03005706,5.60,8.25,6.80,,,,,5.00,7.25,8.25,6.83
03005707,7.60,8.00,8.00,,,,,5.00,7.00,9.00,7.00
03005708,7.60,7.00,5.20,,,,,5.00,7.25,7.75,6.67
03005709,7.40,6.50,5.60,7.00,6.00,5.75,6.25,,,,
03005710,7.40,5.75,5.00,5.00,5.25,4.50,4.92,,,,
03005711,3.60,3.00,2.40,,,,,3.50,5.75,6.25,5.17
03005712,7.60,6.00,3.80,6.25,5.75,4.75,5.58,,,,
03005713,8.40,5.75,4.40,4.75,5.75,5.50,5.33,,,,
03005714,7.60,6.75,7.20,,,,,5.25,7.25,7.75,6.75
03005715,6.60,6.75,3.20,,,,,7.75,5.00,8.50,7.08
03005716,7.40,6.50,3.20,3.75,4.25,3.25,3.75,,,,
03005717,8.00,6.50,7.60,5.50,6.25,4.00,5.25,,,,
03005718,4.40,5.00,2.40,,,,,2.50,5.00,7.00,4.83
03005719,6.00,7.00,5.60,4.25,5.50,4.25,4.67,,,,
03005720,7.40,6.50,4.60,7.25,7.25,4.75,6.42,,,,
03005721,7.60,6.25,6.20,5.75,3.00,3.00,3.92,,,,
03005722,8.20,6.25,7.80,4.75,6.25,4.00,5.00,,,,
03005723,6.80,7.00,6.00,,,,,5.25,7.00,7.75,6.67
03005724,7.80,7.25,4.40,8.00,3.50,4.00,5.17,,,,
03005725,3.20,5.00,3.60,,,,,3.00,5.00,5.75,4.58
03005726,7.00,7.00,5.40,6.75,4.00,5.00,5.25,,,,
03005727,7.00,2.25,3.20,5.50,2.75,3.25,3.83,4.00,5.50,5.75,5.08
03005728,8.80,5.25,7.00,7.50,5.25,4.75,5.83,,,,
03005729,8.20,5.50,3.60,7.50,7.00,4.25,6.25,,,,
03005730,8.20,5.75,3.40,5.25,6.50,6.00,5.92,,,,
03005731,7.80,6.50,6.20,,,,,3.75,4.75,8.75,5.75
03005732,7.40,5.75,3.60,6.25,6.00,4.25,5.50,,,,
03005733,4.80,6.00,2.40,,,,,5.00,7.50,8.25,6.92
03005734,6.00,6.75,5.80,,,,,7.00,8.75,8.50,8.08
03005735,3.00,5.00,2.60,,,,,3.50,7.25,8.25,6.33
03005736,5.00,5.50,4.60,,,,,4.75,6.00,7.25,6.00
03005737,8.00,6.75,7.20,7.50,4.25,6.00,5.92,,,,
03005738,7.60,6.50,8.20,,,,,5.75,7.50,9.25,7.50
03005739,6.80,7.00,7.20,,,,,5.00,7.00,7.75,6.58
03005740,7.20,7.25,9.20,,,,,4.25,7.50,8.25,6.67
03005741,7.00,5.75,6.00,5.50,4.75,5.50,5.25,,,,
03005742,8.20,7.00,8.60,,,,,5.75,7.25,8.25,7.08
03005743,7.80,6.50,4.80,5.50,3.50,3.50,4.17,,,,
03005744,4.00,7.00,7.60,,,,,6.75,6.75,7.50,7.00
03005745,4.20,6.50,5.20,,,,,2.25,6.75,7.00,5.33
03005746,3.20,4.50,3.80,,,,,3.75,5.25,9.00,6.00
03005747,7.80,7.00,4.60,,,,,4.00,6.25,8.75,6.33
03005748,6.60,6.50,6.20,,,,,5.50,7.00,7.50,6.67
03005749,7.00,7.00,4.20,,,,,4.50,5.50,7.25,5.75
03005750,6.40,7.50,7.80,,,,,4.25,6.00,8.25,6.17
03005751,6.80,7.00,4.20,5.00,2.00,3.25,3.42,,,,
03005752,7.60,7.00,8.80,7.25,5.25,3.75,5.42,,,,
03005753,7.40,6.50,5.00,5.25,5.25,4.75,5.08,,,,
03005754,7.80,5.75,7.60,6.25,3.75,5.25,5.08,,,,
03005755,6.80,6.75,6.20,,,,,3.50,7.75,7.50,6.25
03005756,5.80,6.75,4.00,4.00,2.75,4.75,3.83,,,,
03005757,8.60,7.00,9.40,7.50,3.75,4.25,5.17,,,,
03005758,6.60,6.00,7.00,6.00,4.50,5.50,5.33,,,,
03005759,8.40,8.25,5.20,,,,,5.00,7.75,8.50,7.08
03005760,4.80,7.50,3.60,,,,,4.75,6.00,7.00,5.92
03005761,7.20,7.25,6.20,5.75,3.25,3.00,4.00,,,,
03005762,5.20,6.00,2.40,,,,,4.50,6.50,8.00,6.33
03005763,7.40,5.25,3.20,5.25,6.50,5.00,5.58,,,,
03005764,7.60,5.50,3.40,4.50,6.25,5.25,5.33,,,,
03005765,8.40,6.25,5.40,7.25,3.50,4.50,5.08,,,,
03005766,7.80,8.00,4.20,6.25,6.25,4.25,5.58,,,,
03005767,5.80,7.00,7.80,,,,,4.75,6.75,8.25,6.58
03005768,7.80,7.25,8.20,,,,,5.75,7.25,8.75,7.25
03005769,6.60,5.50,6.40,6.50,3.00,3.75,4.42,,,,
03005770,7.00,7.75,7.60,,,,,3.00,6.00,8.25,5.75
03005771,4.60,3.25,3.80,,,,,4.50,7.00,8.00,6.50
03005772,8.40,6.00,6.40,7.75,6.75,5.25,6.58,,,,
03005773,7.40,6.25,3.00,8.25,4.25,4.25,5.58,,,,
03005774,6.40,6.25,5.60,,,,,3.75,6.75,6.00,5.50
03005775,7.00,6.50,4.80,,,,,7.25,7.75,9.50,8.17
03005776,6.20,6.00,6.60,6.50,5.75,4.75,5.67,,,,
03005777,4.60,5.50,2.80,2.50,3.75,4.25,3.50,,,,
03005778,7.80,6.00,9.20,7.25,5.50,6.00,6.25,,,,
03005779,7.60,7.25,7.00,,,,,7.75,8.50,9.25,8.50
03005780,8.20,6.25,4.00,7.25,5.25,4.50,5.67,,,,
03005781,7.80,6.75,6.60,6.50,5.50,5.50,5.83,,,,
03005782,7.60,6.50,7.20,8.00,7.75,5.75,7.17,,,,
03005783,5.40,5.00,4.40,,,,,4.25,5.00,7.75,5.67
03005784,7.80,5.00,5.60,7.50,8.50,4.75,6.92,,,,
03005785,7.80,7.50,9.00,,,,,7.50,8.50,8.75,8.25
03005786,6.60,6.50,7.80,,,,,4.00,5.25,7.00,5.42
03005787,6.60,6.50,4.80,,,,,6.00,7.75,9.00,7.58
03005788,7.40,6.50,6.20,5.50,4.75,5.25,5.17,,,,
03005789,4.20,7.00,4.80,,,,,4.75,7.00,8.50,6.75
03005790,7.80,7.25,3.80,6.50,7.00,7.00,6.83,,,,
03005791,5.20,4.50,2.00,5.00,5.75,4.75,5.17,,,,
03005792,6.40,5.00,3.20,7.00,5.25,3.00,5.08,,,,
03005793,7.20,7.50,7.40,,,,,8.50,8.25,10.00,8.92
03005794,6.20,7.75,9.00,,,,,7.00,6.50,9.50,7.67
03005795,5.80,6.75,7.60,,,,,4.75,6.50,8.25,6.50
03005796,7.40,7.75,9.20,,,,,4.50,6.00,9.00,6.50
03005797,7.80,7.25,9.60,,,,,5.00,7.00,7.50,6.50
03005798,6.20,5.75,3.60,,,,,6.75,7.50,7.25,7.17
03005799,8.20,7.00,8.20,6.75,3.75,3.00,4.50,,,,
03005800,7.80,7.25,5.60,,,,,8.25,8.50,10.00,8.92
03005801,7.80,5.75,4.40,7.00,7.25,5.75,6.67,,,,
03005802,7.60,6.00,7.60,7.50,4.75,5.75,6.00,,,,
03005803,5.00,2.25,6.60,,,,,3.50,6.75,6.25,5.50
03005804,6.00,6.00,3.00,6.00,5.50,4.75,5.42,,,,
03005805,7.00,5.50,3.20,4.75,6.25,5.25,5.42,,,,
03005806,7.80,7.25,8.20,,,,,2.75,5.25,7.75,5.25
03005807,7.40,7.50,6.80,8.00,7.75,6.25,7.33,,,,
03005808,8.20,6.00,6.80,,,,,4.25,7.50,10.00,7.25
03005809,9.00,7.50,7.40,,,,,7.25,8.50,8.50,8.08
03005810,2.40,5.00,5.80,,,,,3.25,4.25,6.25,4.58
03005811,4.00,4.75,2.20,,,,,2.75,4.50,7.00,4.75
03005812,4.40,5.50,1.60,,,,,5.00,7.25,7.25,6.50
03005813,6.40,6.50,4.60,6.25,6.75,5.00,6.00,,,,
03005814,7.80,7.25,4.20,6.75,7.00,5.50,6.42,,,,
03005815,6.40,6.50,6.00,6.25,4.75,3.00,4.67,,,,
03005816,7.20,6.00,4.40,5.50,7.50,5.75,6.25,,,,
03005817,5.60,5.50,3.20,,,,,6.00,7.25,6.75,6.67
03005818,8.20,6.50,6.00,7.50,5.50,6.75,6.58,,,,
03005819,6.60,5.50,4.60,6.00,5.75,3.50,5.08,,,,
03005820,5.40,5.75,6.20,,,,,6.25,6.50,7.75,6.83
03005821,6.00,5.00,3.20,6.00,5.25,3.50,4.92,,,,
03005823,5.00,5.25,5.00,,,,,5.25,7.75,8.75,7.25
03005824,8.20,7.00,8.80,,,,,4.25,7.25,9.25,6.92
03005825,6.80,6.25,5.00,,,,,4.75,7.25,8.00,6.67
03005826,7.00,7.50,5.80,4.00,7.25,4.50,5.25,,,,
03005827,7.80,5.25,7.80,6.50,5.50,6.00,6.00,,,,
03005828,6.40,6.00,2.60,5.25,5.25,4.25,4.92,,,,
03005829,5.80,3.50,3.00,5.00,4.25,5.25,4.83,,,,
03005830,3.20,6.00,5.80,,,,,4.00,6.25,7.75,6.00
03005831,7.00,6.25,5.20,,,,,6.50,7.50,9.25,7.75
03005832,8.40,6.75,7.40,7.25,7.75,5.25,6.75,,,,
03005833,5.60,6.25,4.40,,,,,6.75,6.50,7.25,6.83
03005834,4.40,5.75,4.60,,,,,3.75,6.00,7.25,5.67
03005835,6.60,7.00,3.60,4.50,5.00,3.75,4.42,,,,
03005836,6.40,8.00,6.20,,,,,5.25,7.75,8.50,7.17
03005837,6.60,6.50,6.20,6.25,5.00,3.00,4.75,,,,
03005838,5.20,5.25,,,,,,4.00,5.75,7.75,5.83
03005839,7.00,8.50,8.20,,,,,2.75,5.00,7.75,5.17
03005840,8.40,6.50,8.40,7.50,5.00,4.00,5.50,,,,
03005841,7.40,6.25,7.60,,,,,5.25,7.00,8.25,6.83
03005842,6.60,7.25,4.00,6.75,7.00,5.25,6.33,,,,
03005843,5.20,5.50,5.40,6.75,7.00,4.75,6.17,,,,
03005844,7.80,4.00,7.40,9.00,6.75,4.25,6.67,,,,
03005845,4.20,5.00,2.60,,,,,3.50,5.50,8.00,5.67
03005846,7.60,7.25,8.00,7.50,4.75,5.50,5.92,,,,
03005847,8.80,7.00,8.60,7.75,7.75,4.25,6.58,,,,
03005848,7.00,6.25,2.00,6.75,7.00,4.50,6.08,,,,
03005849,8.40,5.50,4.60,6.00,5.50,4.75,5.42,,,,
03005850,8.20,7.25,8.00,,,,,7.75,9.00,9.50,8.75
03005851,7.40,7.00,8.40,7.50,4.00,4.75,5.42,,,,
03005852,3.60,5.50,3.00,,,,,2.00,5.25,6.75,4.67
03005853,6.60,7.25,8.00,,,,,4.25,6.75,8.00,6.33
03005854,7.80,6.00,3.40,7.50,7.50,5.25,6.75,,,,
03005855,6.80,8.00,8.20,5.75,5.00,5.50,5.42,,,,
03005856,6.20,6.00,3.60,3.75,4.25,4.25,4.08,,,,
03005857,8.40,6.75,7.60,6.25,6.25,6.00,6.17,,,,
03005858,7.20,5.25,8.60,,,,,5.25,8.25,9.00,7.50
03005859,6.80,4.50,4.40,,,,,3.00,5.00,7.50,5.17
03005860,5.00,6.25,4.40,,,,,3.50,6.00,8.00,5.83
03005861,6.60,5.00,7.00,6.25,4.50,5.25,5.33,,,,
03005862,6.40,5.00,5.00,5.50,4.00,4.50,4.67,,,,
03005863,6.40,5.75,7.60,,,,,5.75,6.50,9.00,7.08
03005864,6.20,4.25,2.40,5.50,5.25,2.50,4.42,,,,
03005865,7.20,6.25,5.20,7.25,6.00,6.25,6.50,,,,
03005866,4.60,4.50,6.40,4.50,4.00,4.25,4.25,,,,
03005867,8.80,6.75,7.40,7.00,8.00,5.25,6.75,,,,
03005868,6.00,6.50,5.20,,,,,3.50,7.00,7.00,5.83
03005869,6.00,6.00,3.80,6.25,6.75,5.50,6.17,,,,
03005870,8.20,7.25,8.20,7.00,5.75,5.00,5.92,,,,
03005871,7.20,6.00,6.40,,,,,3.50,6.50,7.00,5.67
03005872,7.20,5.25,5.00,,,,,4.50,8.25,7.75,6.83
03005873,3.60,5.00,3.60,,,,,4.50,5.25,7.50,5.75
03005874,8.00,7.00,8.00,7.50,3.75,5.00,5.42,,,,
03005875,5.20,3.50,3.20,,,,,4.25,6.25,7.00,5.83
03005876,4.40,4.50,3.60,,,,,2.75,5.00,7.25,5.00
03005877,7.80,5.50,7.60,8.25,7.50,6.50,7.42,,,,
03005878,5.40,5.50,4.80,,,,,3.75,5.00,7.75,5.50
03005879,6.80,7.25,7.80,,,,,4.00,5.50,8.00,5.83
03005880,7.00,5.25,8.60,6.00,7.00,4.25,5.75,,,,
03005881,7.40,6.75,7.20,,,,,5.00,6.25,8.00,6.42
03005882,7.20,7.00,8.00,,,,,4.50,6.75,8.75,6.67
03005883,6.00,6.75,4.00,,,,,4.50,7.75,8.50,6.92
03005884,6.60,7.50,5.80,,,,,4.75,5.00,7.25,5.67
03005885,8.60,5.75,6.00,,,,,3.75,7.25,8.75,6.58
03005886,6.80,7.50,5.60,,,,,6.25,9.25,9.00,8.17
03005887,5.80,5.00,5.60,,,,,4.25,6.25,8.75,6.42
03005888,7.60,6.50,5.80,7.00,6.25,5.50,6.25,,,,
03005889,6.80,6.75,3.40,,,,,5.50,7.25,8.50,7.08
03005890,6.40,6.50,6.40,7.00,6.25,5.50,6.25,,,,
03005891,6.80,6.00,2.20,5.25,6.75,6.00,6.00,,,,
03005892,7.80,6.25,6.60,,,,,8.75,9.00,9.75,9.17
03005893,6.40,7.75,7.80,,,,,3.75,6.25,7.00,5.67
03005894,7.00,6.75,8.60,,,,,4.50,8.00,8.25,6.92
03005895,6.20,5.00,2.40,5.75,4.00,4.25,4.67,,,,
03005896,8.20,7.00,9.20,,,,,3.25,6.00,7.00,5.42
03005897,6.60,7.00,5.00,,,,,6.00,7.25,8.75,7.33
03005898,5.60,4.00,3.00,,,,,4.00,6.50,8.00,6.17
03005899,5.20,7.75,4.80,,,,,3.75,6.75,8.25,6.25
03005900,5.80,6.50,4.20,5.75,6.25,5.25,5.75,,,,
03005901,7.80,7.75,7.60,7.50,7.50,4.25,6.42,,,,
03005902,4.80,4.50,3.00,,,,,4.50,6.25,6.50,5.75
03005903,5.60,4.50,3.00,,,,,5.25,7.25,7.75,6.75
03005904,8.20,6.75,3.00,7.00,6.75,6.25,6.67,,,,
03005905,6.20,6.75,5.20,,,,,4.25,5.50,9.00,6.25
03005906,7.40,7.75,7.20,,,,,5.75,7.25,8.50,7.17
03005907,8.40,5.75,4.00,7.50,8.50,4.50,6.83,,,,
03005908,8.40,4.25,6.00,6.25,6.00,5.00,5.75,,,,
03005909,6.20,6.00,7.00,,,,,5.00,5.25,7.25,5.83
03005910,7.20,4.00,4.20,,,,,3.75,7.50,8.00,6.42
03005911,2.20,3.00,3.00,1.50,4.00,1.75,2.42,,,,
03005912,8.20,4.00,8.20,7.25,4.00,4.75,5.33,,,,
